"X1","X2","X3"
18.131875,1.19065625,0.1195
18.820625,0.51078125,0.1715
19.153125,1.17621875,0.7385
19.509375,0.86253125,0.5415
19.865625,0.57771875,0.8755
20.269375,1.07646875,0.3475
20.578125,0.37296875,0.2805
20.910625,0.81921875,0.1875
21.314375,0.74046875,0.7455
21.813125,1.24578125,0.6425
22.098125,1.30090625,0.3985
22.454375,0.54359375,0.6465
22.763125,1.31796875,0.1365
23.309375,0.88090625,0.6195
23.736875,1.16571875,0.8555
24.140625,0.98196875,0.8205
24.330625,0.44121875,0.4715
24.663125,0.77065625,0.1555
25.043125,0.93078125,0.1965
25.494375,1.25890625,0.3095
25.898125,0.95834375,0.4435
26.111875,0.47665625,0.1005
26.539375,1.10928125,0.5765
27.014375,1.05284375,0.8895
27.299375,0.36509375,0.6965
27.798125,0.66303125,0.5225
9.059375,0.80609375,0.2165
9.581875,0.54753125,0.5445
9.771875,0.72865625,0.6285
10.413125,0.41365625,0.2895
10.531875,0.52521875,0.6995
11.196875,1.28646875,0.4985
11.315625,1.14865625,0.4045
11.933125,0.49371875,0.4295
12.289375,0.82053125,0.2705
12.645625,0.85334375,0.4365
12.859375,0.90978125,0.8775
13.524375,1.08696875,0.3085
13.928125,0.62496875,0.7535
14.284375,1.25365625,0.6135
14.403125,0.65646875,0.1495
14.735625,0.39265625,0.2985
15.234375,1.02659375,0.7915
15.828125,0.57509375,0.3395
15.851875,0.78903125,0.8425
16.445625,1.24315625,0.8305
16.849375,0.37165625,0.7085
17.134375,0.50159375,0.1415
17.609375,1.37703125,0.4765
17.846875,1.22609375,0.3905
18.298125,0.35590625,0.5805
18.725625,0.69453125,0.8995
18.986875,1.17753125,0.6095
19.580625,0.74965625,0.6555
19.651875,0.66696875,0.1815
20.364375,1.39015625,0.2085
20.744375,1.08434375,0.8075
20.934375,0.86384375,0.4565
21.385625,1.32059375,0.7765
21.599375,1.00165625,0.2435
21.955625,0.58165625,0.8525
22.359375,1.20640625,0.1275
22.881875,1.12371875,0.3595
23.356875,0.89534375,0.1145
23.784375,0.61184375,0.3465
23.950625,0.71159375,0.5655
24.211875,0.98984375,0.5145
24.615625,0.94128125,0.6765
25.280625,0.47009375,0.5295
25.660625,1.34028125,0.7645
25.755625,0.91896875,0.3725
26.135625,1.06203125,0.2585
26.491875,0.44646875,0.7355
26.871875,1.14734375,0.6645
27.251875,1.30746875,0.1645
27.845625,0.96621875,0.5605
9.083125,0.88746875,0.4405
9.415625,0.71815625,0.3195
9.795625,0.52390625,0.3275
10.460625,0.86121875,0.6535
10.698125,1.15390625,0.8985
10.983125,1.32846875,0.8065
11.529375,0.98065625,0.2775
11.980625,1.11715625,0.1725
12.194375,0.75621875,0.4175
12.716875,1.04890625,0.7935
12.954375,0.67746875,0.7155
13.286875,1.38490625,0.4615
13.785625,1.18146875,0.5055
14.165625,0.49765625,0.7245
14.688125,0.84153125,0.5175
14.996875,1.02003125,0.3515
15.186875,1.28909375,0.7795
15.566875,0.43596875,0.4965
15.946875,0.69321875,0.1635
16.231875,1.25103125,0.3835
16.611875,0.48190625,0.8495
17.253125,1.26284375,0.6185
17.561875,0.60790625,0.4325
17.941875,1.09221875,0.4755
18.274375,0.94653125,0.6385
18.678125,0.80478125,0.2375
19.200625,0.45696875,0.1095
19.295625,1.14209375,0.2095
19.960625,0.55146875,0.2625
20.079375,0.40709375,0.6715
20.483125,0.66171875,0.5685
20.981875,0.41496875,0.8575
21.219375,1.21296875,0.3655
21.718125,1.06596875,0.5835
22.003125,0.95965625,0.8355
22.311875,0.62628125,0.7405
22.929375,0.89665625,0.7005
23.404375,1.19853125,0.6845
23.523125,0.59215625,0.2185
24.069375,0.56721875,0.5535
24.283125,0.78640625,0.2595
24.591875,1.29828125,0.3975
25.185625,0.93340625,0.5965
25.351875,0.38215625,0.3065
25.874375,0.82840625,0.1325
26.230625,1.35209375,0.8695
26.776875,0.73653125,0.7665
26.919375,1.03446875,0.1305
27.370625,0.35984375,0.1825
27.631875,1.36259375,0.5405
9.249375,1.31403125,0.6575
9.629375,0.93603125,0.1245
9.890625,0.73390625,0.2495
10.223125,1.03315625,0.4235
10.555625,1.00034375,0.5795
10.911875,1.28384375,0.2315
11.410625,0.66040625,0.7495
11.909375,0.72471875,0.1015
12.360625,1.22871875,0.4005
12.431875,0.61315625,0.4075
12.930625,1.32584375,0.8175
13.476875,0.87696875,0.5635
13.714375,1.10665625,0.8485
13.975625,0.48453125,0.6415
14.498125,1.39409375,0.5205
14.949375,1.35734375,0.2125
15.376875,0.50815625,0.4575
15.804375,0.56984375,0.1845
15.875625,0.35459375,0.8035
16.469375,1.05153125,0.2875
16.754375,0.90715625,0.7625
17.324375,1.17490625,0.8735
17.633125,0.37559375,0.3455
17.799375,1.13815625,0.6955
18.321875,0.66959375,0.5065
18.844375,0.39659375,0.7235
19.248125,0.63415625,0.8225
19.438125,0.85859375,0.3355
19.913125,1.00953125,0.5915
20.340625,1.24971875,0.6005
20.554375,0.84678125,0.8905
21.005625,0.59740625,0.3565
21.266875,0.79690625,0.6815
21.741875,0.93865625,0.1335
22.216875,1.09615625,0.7345
22.549375,0.69846875,0.4775
22.739375,0.45828125,0.1695
23.095625,0.43465625,0.3185
23.665625,1.15259375,0.1575
23.903125,1.37309375,0.4925
24.520625,1.19721875,0.3785
24.829375,0.54884375,0.6235
25.161875,0.82971875,0.6725
25.541875,0.77328125,0.8565
25.969375,0.97015625,0.5345
26.159375,0.75359375,0.4395
26.848125,0.42153125,0.3075
27.133125,1.06990625,0.1995
27.275625,1.26153125,0.2755
27.655625,0.52784375,0.7815
9.130625,0.70371875,0.7555
9.558125,1.11846875,0.4595
10.128125,0.87040625,0.1755
10.318125,0.71421875,0.3845
10.769375,1.36128125,0.1075
11.173125,1.38884375,0.8625
11.600625,0.88484375,0.3245
11.695625,1.27859375,0.6675
12.146875,0.92290625,0.7965
12.455625,1.05021875,0.5645
12.835625,1.17884375,0.3235
13.310625,0.45434375,0.1525
13.643125,0.57640625,0.6825
14.141875,0.76146875,0.4305
14.616875,0.79296875,0.7315
14.711875,0.60265625,0.2975
15.258125,1.16178125,0.8445
15.543125,0.94259375,0.8785
16.018125,1.00690625,0.4095
16.279375,1.29565625,0.5555
16.706875,1.34684375,0.2365
17.063125,0.46353125,0.3425
17.514375,1.32190625,0.7835
18.108125,0.51471875,0.8295
18.464375,0.35328125,0.4785
18.654375,0.89928125,0.1885
19.058125,0.96228125,0.5355
19.556875,0.40578125,0.2025
19.675625,0.84284375,0.6925
20.055625,0.53965625,0.3895
20.459375,1.22084375,0.2235
21.029375,0.47928125,0.5855
21.433125,1.06728125,0.1165
21.860625,1.10534375,0.5165
22.074375,0.65253125,0.1405
22.406875,0.79034375,0.5045
22.953125,0.99115625,0.2915
23.143125,0.53440625,0.8055
23.689375,0.81659375,0.7225
24.164375,0.73784375,0.3575
24.473125,1.02396875,0.6265
24.758125,0.62890625,0.4895
25.019375,0.42678125,0.6525
25.399375,1.14471875,0.7565
25.826875,1.26021875,0.8975
26.183125,1.19459375,0.2465
26.586875,0.37690625,0.4455
26.990625,0.68271875,0.5985
27.346875,0.59609375,0.2645
27.750625,1.24053125,0.6325
9.320625,1.22740625,0.7515
9.534375,0.50028125,0.3995
9.914375,0.78378125,0.8825
10.294375,0.91503125,0.7675
10.793125,0.61053125,0.8215
10.935625,0.58821875,0.1665
11.339375,1.19328125,0.6165
12.004375,0.74703125,0.6985
12.170625,1.11321875,0.2525
12.574375,0.42415625,0.3135
13.168125,1.31928125,0.3625
13.548125,1.02265625,0.1135
13.595625,0.47140625,0.5015
14.094375,0.63153125,0.2205
14.331875,0.53834375,0.7855
14.973125,0.67484375,0.5255
15.139375,1.24446875,0.1905
15.519375,0.80871875,0.3435
16.041875,1.35996875,0.7285
16.421875,0.75490625,0.6695
16.801875,0.85203125,0.1445
16.991875,0.97540625,0.3285
17.466875,1.28253125,0.4505
17.870625,0.38084375,0.2415
18.250625,1.13028125,0.5515
18.630625,0.36246875,0.8395
19.010625,0.93996875,0.7165
19.461875,0.98853125,0.2005
19.794375,0.41234375,0.4955
20.031875,0.49634375,0.6435
20.530625,1.25496875,0.3025
20.815625,0.92421875,0.5665
21.480625,1.05809375,0.6565
21.623125,1.17096875,0.8925
22.121875,0.72734375,0.8125
22.501875,1.35471875,0.8535
22.786875,1.08565625,0.4275
23.214375,1.39278125,0.3745
23.546875,0.70503125,0.1185
23.855625,0.54228125,0.4065
24.568125,0.57246875,0.2765
24.734375,1.14996875,0.5455
25.114375,0.64990625,0.5955
25.684375,1.31140625,0.4525
25.731875,1.06465625,0.8005
26.301875,0.44253125,0.6035
26.515625,0.83103125,0.4795
27.228125,0.86909375,0.1625
27.560625,1.01084375,0.2725
27.821875,0.88615625,0.6875
9.344375,1.13946875,0.2045
9.724375,0.90453125,0.2715
9.938125,0.84546875,0.5485
10.436875,0.64465625,0.6305
10.626875,1.09090625,0.6215
11.054375,0.82446875,0.8365
11.363125,1.37834375,0.4855
11.790625,1.28515625,0.8915
12.408125,1.30615625,0.1925
12.598125,0.36903125,0.4115
13.096875,0.69584375,0.3735
13.429375,0.49109375,0.2565
13.738125,1.08040625,0.5025
13.999375,0.63940625,0.8315
14.426875,0.98459375,0.2905
14.854375,0.94521875,0.1515
15.329375,0.50553125,0.5995
15.685625,1.11584375,0.7775
16.160625,1.18278125,0.5695
16.564375,1.27334375,0.6895
16.920625,0.75884375,0.1345
17.181875,0.87828125,0.3645
17.419375,1.00296875,0.5435
17.823125,0.40184375,0.1675
18.226875,0.71028125,0.8045
18.559375,0.58296875,0.6935
19.224375,0.73915625,0.5815
19.319375,1.04103125,0.7925
19.699375,0.43859375,0.3145
20.293125,1.22346875,0.4585
20.411875,0.58034375,0.4465
20.839375,1.34815625,0.2925
21.290625,0.46090625,0.1265
21.908125,0.39134375,0.4205
22.169375,0.52259375,0.7215
22.668125,0.62234375,0.5315
22.858125,0.68009375,0.2225
23.190625,0.85728125,0.3255
23.570625,0.80346875,0.1025
23.926875,1.38359375,0.7655
24.449375,1.25234375,0.6445
24.805625,1.04365625,0.7365
25.090625,0.42546875,0.2385
25.375625,0.77853125,0.7425
26.016875,0.55278125,0.4815
26.396875,1.20771875,0.3925
26.753125,0.97671875,0.3405
27.061875,0.92159375,0.8745
27.394375,1.16309375,0.8645
27.893125,1.32978125,0.6665
9.106875,0.60528125,0.7095
9.748125,1.19984375,0.6785
9.961875,0.78115625,0.1425
10.175625,0.96884375,0.3675
10.816875,0.63809375,0.3165
11.220625,0.45959375,0.6495
11.434375,0.36115625,0.2035
11.885625,0.92815625,0.1955
12.336875,0.57115625,0.8405
12.550625,1.17359375,0.8795
13.025625,0.83628125,0.4995
13.358125,0.54490625,0.1055
13.571875,0.68665625,0.5785
14.308125,1.16703125,0.2845
14.521875,0.42809375,0.5525
15.044375,1.35865625,0.4485
15.210625,1.01346875,0.6015
15.733125,0.65909375,0.7715
15.994375,0.71553125,0.4625
16.374375,0.50684375,0.2555
16.896875,0.66828125,0.6315
17.300625,1.12634375,0.7725
17.395625,1.26809375,0.3295
17.989375,0.98328125,0.1545
18.440625,1.35603125,0.2135
18.606875,0.60134375,0.3545
18.891875,0.81003125,0.4805
19.485625,1.08171875,0.8665
19.723125,1.29959375,0.8195
20.174375,0.48584375,0.8965
20.506875,1.03053125,0.5105
21.076875,0.89009375,0.7035
21.528125,0.74178125,0.4225
21.765625,0.38871875,0.2295
21.979375,1.23003125,0.5185
22.430625,0.90190625,0.2615
22.810625,1.29303125,0.2945
23.333125,0.76540625,0.6175
23.499375,0.41103125,0.7275
23.879375,1.09484375,0.5895
24.354375,1.24709375,0.7435
24.924375,0.43990625,0.1655
25.209375,1.05415625,0.3965
25.518125,1.32453125,0.1255
25.803125,0.95178125,0.8265
26.325625,1.38228125,0.6655
26.705625,1.13684375,0.8025
27.109375,0.82184375,0.3795
27.418125,0.87171875,0.5375
27.774375,0.53178125,0.4125
9.035625,0.90846875,0.6255
9.676875,0.69059375,0.6905
10.056875,0.37034375,0.5075
10.151875,0.83890625,0.3265
10.603125,0.52915625,0.8605
11.268125,0.48715625,0.3485
11.553125,0.73259375,0.2305
11.766875,1.23921875,0.8245
12.123125,1.15784375,0.5275
12.788125,1.08303125,0.7065
12.978125,1.01215625,0.2475
13.263125,0.55015625,0.5775
13.880625,1.13421875,0.3715
14.189375,0.86515625,0.6335
14.664375,0.68534375,0.2795
14.783125,0.38609375,0.4415
15.400625,1.18409375,0.1295
15.614375,1.37965625,0.8145
16.136875,0.93209375,0.1035
16.398125,0.42940625,0.7545
16.873125,0.45565625,0.6115
17.158125,0.79953125,0.4135
17.704375,1.34946875,0.5505
18.013125,1.09878125,0.2665
18.179375,0.61709375,0.7635
18.701875,0.78509375,0.1595
19.105625,0.60003125,0.5885
19.628125,1.11190625,0.4745
19.841875,1.30484375,0.1775
20.198125,0.95703125,0.6635
20.720625,0.57378125,0.1985
21.148125,1.27596875,0.8505
21.243125,0.45040625,0.7895
21.670625,1.36653125,0.4545
21.931875,1.19590625,0.7195
22.383125,0.75096875,0.3105
22.905625,0.64203125,0.6455
23.261875,1.03709375,0.1385
23.713125,0.89403125,0.3865
23.974375,0.71684375,0.8865
24.378125,0.49896875,0.7255
24.781875,1.06071875,0.4845
25.304375,1.26940625,0.1945
25.708125,1.22478125,0.5385
26.088125,0.97934375,0.2275
26.206875,0.65515625,0.3915
26.824375,0.82315625,0.3035
27.085625,0.39396875,0.7865
27.608125,0.99378125,0.4215
27.916875,1.32321875,0.8715
