"X1","X2","X3","X4","X5","X6","X7"
0.600625,0.056875,0.754375,0.442644573642044,0.517551977467827,0.578892000616632,0.0669976549869817
0.624375,0.395625,0.379375,0.816627757415796,0.861138016132431,0.394681301052268,0.541016195926091
0.641875,0.674375,0.161875,0.399921566039945,0.607546438255554,0.825769412827471,0.0780182515591797
0.661875,0.261875,0.720625,0.484541270458139,0.137456014671156,0.65819770988853,0.773397672447997
0.695625,0.025625,0.978125,0.128200301463819,0.866115148631442,0.639673021758596,0.770255246870737
0.703125,0.888125,0.236875,0.495822335992836,0.761730221266755,0.557337636243448,0.800757498143551
0.720625,0.508125,0.688125,0.685019157401596,0.838619298053285,0.0975493593358745,0.922443873661363
0.746875,0.733125,0.430625,0.818949730354879,0.525251255204591,0.176032427439673,0.43574251967534
0.761875,0.455625,0.061875,0.242774140255319,0.294937091552549,0.533440095408716,0.864560234458703
0.786875,0.064375,0.765625,0.180760704275842,0.122971816661561,0.360469825697235,0.12487447544415
0.818125,0.719375,0.180625,0.734362133848998,0.830776334018964,0.560433723336707,0.921643364230274
0.828125,0.964375,0.611875,0.8583779527516,0.578003831557516,0.704522561360564,0.266134312381037
0.854375,0.414375,0.860625,0.907389520521069,0.220949929391758,0.692230708122046,0.71833741057302
0.871875,0.173125,0.008125,0.369648370274032,0.0742671761785944,0.837734928631948,0.149260749429878
0.883125,0.901875,0.991875,0.885567399774057,0.0972305603485761,0.797999859678352,0.862243112281689
0.910625,0.580625,0.040625,0.388977200468588,0.89437603646165,0.649605690236203,0.0905135008164992
0.928125,0.125625,0.265625,0.267211056088822,0.262479880098771,0.100829507133199,0.349336959504419
0.940625,0.868125,0.283125,0.450860733117184,0.544766903080357,0.291015821784838,0.55695743786585
0.969375,0.811875,0.509375,0.214280409847593,0.898816870940953,0.171123749961456,0.591633911061411
0.983125,0.093125,0.649375,0.0549547268621003,0.589072459255759,0.739726625527773,0.818778749227834
0.013125,0.066875,0.853125,0.879471018377485,0.896209020028408,0.800429285058441,0.682775903506618
0.024375,0.679375,0.026875,0.385283486739629,0.0800177802528358,0.426432770157957,0.301923609394063
0.059375,0.089375,0.305625,0.471463358967772,0.882367336156571,0.481773995356117,0.520474981955873
0.069375,0.218125,0.148125,0.149774573396684,0.482040668228227,0.565354695481559,0.239026900546936
0.089375,0.033125,0.616875,0.837914366715898,0.331784223962265,0.0731209415626816,0.309790413477458
0.106875,0.806875,0.160625,0.224676838108442,0.53579863060421,0.287404859123958,0.645045237998064
0.125625,0.225625,0.805625,0.497842013270905,0.694117329777736,0.281630466877897,0.333612910938035
0.148125,0.591875,0.326875,0.773416720864156,0.158070889185183,0.381926939574381,0.247687600895038
0.169375,0.760625,0.450625,0.674240311776909,0.0657676977296877,0.789789188456101,0.569440911773903
0.184375,0.568125,0.945625,0.916629122648285,0.359079061276279,0.396801223737809,0.899952322266892
0.200625,0.346875,0.636875,0.912773107367878,0.91161597563316,0.104111397625465,0.846103319222004
0.220625,0.499375,0.120625,0.672070865800811,0.240257637720141,0.131510322505815,0.39460117466903
0.243125,0.926875,0.789375,0.0921894943393353,0.821703530591395,0.141417597510541,0.190217524576001
0.260625,0.400625,0.340625,0.177087121668479,0.629843156636796,0.166347238986442,0.836245121521772
0.285625,0.700625,0.246875,0.79350866334875,0.88028625883369,0.740997585533187,0.36216823014172
0.313125,0.114375,0.060625,0.867214928754709,0.200657702873771,0.538410799223412,0.410548597256032
0.326875,0.286875,0.891875,0.218488458338608,0.0888638349368961,0.13386827358976,0.767017861236301
0.353125,0.375625,0.741875,0.246595845598624,0.0633518188622677,0.130738746761862,0.209801366352476
0.370625,0.891875,0.108125,0.680703782168631,0.636288536588351,0.0823338330050723,0.809549730537045
0.383125,0.509375,0.260625,0.168527453792695,0.652124718691533,0.533288378946794,0.458026357239837
0.409375,0.608125,0.698125,0.852763602297443,0.61454949202016,0.91047608171124,0.86053401461492
0.421875,0.855625,0.481875,0.291252583897569,0.558831457285107,0.817613000874925,0.698438897346043
0.455625,0.468125,0.871875,0.539857513031198,0.1126350574749,0.923058984595765,0.6195906355232
0.475625,0.249375,0.994375,0.762484943831546,0.465244116387847,0.271481413932828,0.607819350896817
0.483125,0.265625,0.425625,0.589133435880455,0.101682605679768,0.0880820840302234,0.782277466365033
0.510625,0.728125,0.580625,0.829788755868148,0.107879777235082,0.915113765292077,0.392406816494962
0.531875,0.984375,0.904375,0.776081200745992,0.879607841925075,0.875061819533197,0.114706111350614
0.558125,0.554375,0.231875,0.19738211065479,0.189737966816562,0.516256114443143,0.268997462062269
0.569375,0.380625,0.721875,0.958790833695999,0.0792498047592946,0.546899627392284,0.59538508799341
0.591875,0.955625,0.198125,0.896990249098486,0.30094091355128,0.926254075618668,0.192677032404786
0.616875,0.684375,0.054375,0.161133188858318,0.45132071056455,0.251816886652054,0.294129905381447
0.620625,0.048125,0.650625,0.847896155361604,0.4053501828822,0.708085831648981,0.82719961678661
0.650625,0.440625,0.550625,0.141114700928641,0.152132137732373,0.304230805553703,0.487189138916632
0.678125,0.185625,0.363125,0.412570735953438,0.461359180891886,0.683743545923692,0.869552473642656
0.690625,0.749375,0.515625,0.421098757792885,0.0583413165393803,0.492073703434111,0.900262249179391
0.700625,0.626875,0.380625,0.395496698180214,0.432289616108044,0.654390064972039,0.50888810939259
0.728125,0.139375,0.973125,0.781877656358087,0.86389638288464,0.404543374708026,0.732308926524905
0.750625,0.865625,0.771875,0.718985969356986,0.356023320761095,0.537057140771196,0.559838674513416
0.775625,0.166875,0.535625,0.103107838856263,0.600948911497576,0.807078899981247,0.534376904439285
0.795625,0.900625,0.011875,0.344444298542415,0.571695654369994,0.93504725442268,0.283038602928217
0.814375,0.325625,0.825625,0.315117786520989,0.775698642162089,0.478204478041993,0.0918245969878303
0.831875,0.528125,0.660625,0.709052701688682,0.796485784442888,0.116249691883309,0.0965808455051026
0.849375,0.304375,0.286875,0.759189407018841,0.362667024325993,0.601912034811556,0.0474393027006752
0.874375,0.009375,0.930625,0.283934748178451,0.198103989042445,0.839703872473393,0.637347696940415
0.888125,0.783125,0.474375,0.509123728704742,0.871280298823905,0.210110833892185,0.690952348128582
0.914375,0.974375,0.403125,0.260761805796582,0.592854597134412,0.411955754854199,0.799179920395836
0.920625,0.154375,0.084375,0.625680262515735,0.753691494568872,0.514452616270218,0.590334563901544
0.953125,0.426875,0.561875,0.581998736171259,0.150328352582744,0.451834627107924,0.532879565284174
0.965625,0.654375,0.708125,0.366343972696923,0.304209158609414,0.460583516479366,0.129307165235384
0.989375,0.829375,0.208125,0.682895953609712,0.177466665566381,0.574605922532889,0.289524603295657
