"X1","X2","X3","X4","X5","X6","X7"
16.801875,0.86515625,0.5435,0.3765,3.94125,0.82625,1.1303125
17.229375,0.42153125,0.4915,0.8375,4.79875,0.67625,1.0215625
17.466875,0.39659375,0.3775,0.7615,3.60375,0.61625,1.1409375
17.870625,1.13815625,0.5255,0.2215,4.73375,-0.00374999999999998,1.0490625
18.226875,0.76146875,0.8145,0.9945,4.32875,0.92375,1.1271875
18.725625,0.59740625,0.1505,0.6215,4.26875,1.43125,1.1034375
19.105625,0.84284375,0.7145,0.9065,3.13625,-0.16625,1.3840625
19.580625,1.27990625,0.6115,0.5205,4.04625,-0.31625,1.4384375
19.960625,0.37690625,0.7695,0.7465,4.22125,0.54125,1.3503125
20.055625,0.90584375,0.1955,0.7175,4.02625,1.35125,1.4721875
20.720625,1.36784375,0.8425,0.3575,3.19375,0.18125,1.1790625
20.839375,1.20246875,0.4565,0.7295,4.83875,0.43125,1.3684375
21.528125,1.25890625,0.2025,0.2455,3.27875,-0.34125,1.4540625
21.575625,0.62890625,0.7435,0.4415,3.65375,-0.25875,1.4290625
22.074375,1.39934375,0.7245,0.7805,3.39875,0.79375,1.4171875
22.311875,0.91896875,0.2525,0.6665,3.00125,-0.21375,1.2978125
22.715625,0.44515625,0.4275,0.3635,4.40125,0.26375,1.3121875
23.380625,1.25103125,0.3265,0.4725,4.09625,0.37875,1.1609375
23.665625,0.50815625,0.7775,0.4355,3.72875,1.47875,1.2346875
23.855625,1.23003125,0.1415,0.9255,3.68625,0.95625,1.2740625
24.283125,0.46484375,0.5085,0.5035,4.53625,1.32625,1.4646875
24.686875,0.98721875,0.6865,0.5735,4.85875,0.51375,1.0090625
25.256875,1.04759375,0.5675,0.8785,4.29375,1.24375,1.2665625
25.399375,1.15784375,0.7025,0.9725,3.33125,0.12625,1.0678125
25.945625,0.81528125,0.8525,0.2645,3.52625,0.31875,1.0340625
26.301875,0.88221875,0.1715,0.6825,4.57125,-0.43875,1.4003125
26.800625,1.06465625,0.3185,0.9475,3.83875,-0.27625,1.2209375
27.156875,0.78115625,0.3585,0.2825,4.64875,1.38375,1.2403125
27.441875,0.69846875,0.4095,0.6395,3.77625,0.41375,1.4934375
27.821875,0.49634375,0.2875,0.8155,4.62125,0.87375,1.1903125
9.011875,0.87171875,0.2565,0.4875,3.70375,0.17375,1.0696875
9.415625,0.81265625,0.6525,0.8245,4.40625,1.27125,1.4103125
9.985625,1.01478125,0.7565,0.8805,4.84625,-0.42375,1.3978125
10.199375,1.36128125,0.5025,0.6755,3.15375,1.42125,1.1471875
10.650625,1.15915625,0.6275,0.7245,3.44125,0.50625,1.4690625
11.196875,0.55278125,0.2815,0.3815,4.73625,1.31875,1.0540625
11.600625,1.22609375,0.3895,0.3255,4.31375,0.62875,1.4528125
11.766875,0.84940625,0.1695,0.6545,4.10625,1.47125,1.3646875
12.336875,0.67746875,0.8585,0.8065,3.32875,1.08125,1.4303125
12.503125,0.78771875,0.6295,0.3685,4.56625,-0.28875,1.4259375
12.883125,1.11059375,0.5735,0.9205,3.02875,-0.16875,1.0928125
13.405625,0.46090625,0.8265,0.7695,4.96125,-0.02375,1.3021875
13.833125,1.28121875,0.8025,0.5585,4.23625,0.58875,1.2765625
14.070625,0.76409375,0.4545,0.8575,4.60375,-0.37625,1.1971875
14.593125,0.37428125,0.7205,0.6865,3.80125,1.10125,1.1384375
14.735625,0.72603125,0.4895,0.5255,4.39875,0.86375,1.2471875
15.353125,0.63678125,0.8115,0.8205,3.97375,-0.08875,1.0284375
15.733125,0.65515625,0.4235,0.8445,4.93375,0.36875,1.4421875
16.136875,0.88746875,0.2695,0.6205,3.63125,0.06625,1.3384375
16.374375,0.42678125,0.1925,0.9695,4.80125,0.28375,1.0878125
16.611875,0.69321875,0.2945,0.9455,3.09875,0.39375,1.1734375
17.110625,0.58165625,0.3385,0.2055,3.75625,0.12375,1.4896875
17.680625,0.40840625,0.4785,0.2695,4.76375,1.18875,1.4071875
18.108125,1.05021875,0.5925,0.7855,3.05375,0.85625,1.2365625
18.298125,1.34159375,0.6725,0.3025,3.53125,-0.46875,1.1259375
18.701875,1.30746875,0.3105,0.9905,3.31625,0.23375,1.3240625
18.986875,1.08171875,0.3415,0.4455,3.48625,1.36375,1.3159375
19.556875,1.03315625,0.8735,0.4985,4.68875,-0.40125,1.2615625
19.794375,1.39278125,0.5175,0.6415,4.12375,1.41375,1.1659375
20.198125,1.19065625,0.1595,0.8905,4.90125,0.43375,1.1840625
20.768125,0.80346875,0.5345,0.7085,4.35125,0.80125,1.0303125
20.958125,0.35853125,0.2085,0.2855,3.56375,0.18875,1.2503125
21.219375,0.95046875,0.6085,0.4315,3.37875,1.17375,1.0140625
21.718125,0.50290625,0.8385,0.2465,4.44125,0.03125,1.3834375
22.098125,0.73521875,0.7325,0.3495,3.91875,-0.32875,1.0034375
22.501875,0.53834375,0.1395,0.5965,4.19625,-0.19875,1.1521875
22.739375,1.25365625,0.4455,0.2535,4.01375,-0.12125,1.3415625
23.166875,0.97146875,0.7425,0.5715,4.51125,0.48875,1.4928125
23.689375,0.57771875,0.5495,0.6115,3.84625,1.24625,1.3559375
24.045625,1.24315625,0.8925,0.7445,4.24375,0.99375,1.0440625
24.401875,1.08828125,0.2305,0.4605,4.66625,0.97125,1.2946875
24.591875,0.60265625,0.7855,0.4215,3.24625,0.30625,1.2053125
25.161875,0.45434375,0.3605,0.3315,4.52125,0.90875,1.1003125
25.613125,0.48715625,0.1315,0.9045,3.19875,0.56375,1.2884375
25.731875,1.17621875,0.1085,0.5405,3.66125,0.70125,1.4728125
26.420625,1.13159375,0.7065,0.7345,3.76625,-0.25625,1.2128125
26.610625,0.92684375,0.2255,0.9565,4.05125,1.04875,1.1178125
26.990625,1.31796875,0.3785,0.2315,3.43375,0.75625,1.0790625
27.584375,0.99903125,0.6805,0.4055,3.95375,0.69375,1.2278125
27.964375,0.89665625,0.4175,0.5075,3.22125,-0.00624999999999998,1.3728125
